gene	log2FoldChange
Aimp2	0.078440484
Arap1	-0.066648869
Arl6	0.121025999
Ccdc12	0.076935145
Cog6	0.080070973
Dnajc14	0.075411799
Fads1	0.096412504
Fam222b	-0.090373202
Gm17084	0.197672433
Idua	-0.104589052
Lmo4	-0.060303641
Mageh1	-0.198701061
Mier2	0.079528313
Mtmr2	0.066379798
Mutyh	-0.186604482
Pcnp	-0.058902015
Pofut1	0.071618927
Poldip2	0.067119834
Psmc2	-0.065961106
Rpl29	0.050829995
Rpl36al	0.052375525
Txn1	-0.066526294
Vsig10l	0.150718339
Rwdd2b	0.142705665
Gm17275	-0.163794368
Ankrd54	-0.078211367
Bmper	0.195821291
Cyfip1	-0.059305033
Hdhd3	-0.178468029
N28178	0.149101806
Nrp1	-0.102176305
Otud6b	-0.061296285
Poc1b	0.073644089
Psmd11	-0.062703853
Rnaseh2c	0.103346252
Gm26592	0.197393542
Gm7120	0.146581832
Usp5	0.058243148
Galnt11	-0.100171788
Grlf1	0.051204464
Ints9	-0.071231084
Ndufb10	0.064176402
Parn	-0.074298623
Trim44	0.056028664
Yif1b	-0.069416447
Slc20a1	-0.052245977
Dok2	0.192576844
Mia3	-0.052479262
Mboat2	0.090903734
Oas1c	-0.141924556
Tmem86b	-0.197726087
2810408A11Rik	0.194750609
Ano6	0.071585285
Brf2	0.161172551
Calm3	0.08470232
Ccdc181	-0.115868105
Cnfn	0.180015181
Cst6	0.142564602
Deaf1	-0.069550864
Gata2	0.195336306
Gm14420	-0.116645338
Gm25835	-0.093829288
Gtf2ird1	0.062280568
Lnx1	0.162650826
Rab3a	0.131645716
Smarcc1	0.06021198
Tbc1d8b	0.064227438
Tmsb4x	0.057251295
Zfp870	-0.19679284
Pbxip1	-0.064544881
Rad50	-0.084323569
Igsf10	0.069053443
5830417I10Rik	0.103774463
Armc1	0.080695223
BC027231	0.061431334
Cecr2	0.057262412
Cep350	-0.054799368
Efhc1	-0.167836367
Gm22858	0.180242228
Letmd1	-0.0910074
Man2a1	-0.056693566
Mbd4	0.142786672
Mrps6	0.074339888
Mynn	0.062066159
Nhsl2	-0.194281056
Nudt4	-0.076167292
Pfkfb3	-0.059724448
Pqlc3	-0.065260122
Pycr1	-0.13367873
Slc16a13	-0.082351914
Tmem243	-0.11116094
Trpv2	-0.168398612
Xdh	-0.073536475
4930526A20Rik	-0.194452202
Tle6	-0.19448528
Cpt2	0.140929283
Mtrf1	-0.189861079
Ahnak2	0.07414552
Chtf18	-0.12427395
Lpar1	0.086292856
Mios	-0.072139886
Msx2	0.093332488
Orc2	-0.080341707
Pmpcb	0.062563389
Prss36	-0.114386063
Smpd2	0.0782825
Tti1	-0.103006705
Unc13a	-0.166887283
Tspyl1	-0.05430778
Txnl1	-0.05529047
2310067B10Rik	-0.083794646
Ankmy2	-0.09010981
Ccdc27	-0.181994353
Clybl	0.083256105
Gm4707	-0.173011607
Morn2	0.145348922
Plb1	-0.164428791
Skp1a	-0.05062436
Snx8	-0.101224219
Tnfaip8l3	0.146109601
Trim32	-0.08575403
Vac14	-0.075202692
Egr2	0.059010215
Hipk2	-0.064599312
Ltv1	-0.075020667
Sppl2a	-0.056394465
Rab1	-0.049785811
Spon1	0.147476673
Tmem38b	-0.085474446
Zfp809	0.106297991
Gm21811	-0.174835615
Rab31	0.103593166
Arg2	0.138043821
Ccp110	0.091241201
Elmod1	0.115665291
Gatsl3	-0.079450074
Ammecr1l	-0.058146122
Asb1	0.109660716
Asb3	0.098340619
Atrn	-0.058964975
B230369F24Rik	0.186969401
BC048403	0.111474446
Bfar	0.068282757
Brms1	0.069677066
C1galt1c1	-0.105370277
Ckap5	-0.055640969
Cmtr1	-0.117020136
Cyp17a1	0.178776559
Dancr	-0.092938889
Eea1	-0.074814871
Eif3l	0.045512689
Fam132a	-0.051639052
Fto	0.051519258
Gas6	0.064942367
Gbe1	-0.096317907
Gm22620	0.148008094
Gtf2h2	0.096816611
Gtpbp3	-0.103965414
Hbs1l	-0.052773198
Hemk1	0.139181027
Hoxb2	0.075922184
Ick	-0.090457841
Ifi205	0.163459041
Intu	0.093832627
Itfg2	0.073309729
Klk10	-0.135634398
Las1l	0.050195003
Lcmt2	-0.102900973
Lman2	-0.047969822
Ltn1	0.0656427
Map1a	-0.158663508
Mbd5	0.061831317
Mbnl2	0.061311969
Mbnl3	0.101956463
Mrpl21	0.088103076
Mrps5	0.075402939
Mxd4	-0.056620292
Nckap5l	0.084511531
Ndnl2	-0.072641845
Nelfe	-0.069830816
Ninj1	-0.067635508
Nkd1	0.09497329
Nptn	0.047373125
Nudt12	0.147900311
Pex13	-0.058589779
Pmepa1	0.070595344
Polr2h	-0.075387787
Ppp1r21	0.081196206
Ppp6c	0.055348808
Rab4b	0.188416832
Rtcb	0.047623999
Sema5a	0.061770601
Slc25a15	0.089451281
Smim7	-0.051477017
Snora28	-0.098388965
Snord69	-0.120239894
Snrpa	0.064001407
Snx9	-0.056359301
Spidr	0.075110402
Stard3	-0.076071885
Stx5a	-0.058985894
Tcp11l1	0.150547502
Tfe3	-0.052898586
Tmed9	-0.043158774
Ube2r2	-0.057947142
Ubxn6	0.063012885
Vcp-rs	0.173893704
Xaf1	0.13532151
Xylb	-0.153741397
Zfp960	-0.181282599
Zmym3	0.073018814
Mettl25	-0.120014021
Ttbk2	0.095501281
Eftud2	0.049299566
Sox13	0.085583138
Abhd5	0.052058952
Ahnak	-0.058153196
Aldh5a1	0.114517689
Bnip2	-0.049339383
Ddit3	-0.060201155
Gm15884	0.182909405
Gm23969	-0.152657852
Hnrnpul1	0.046282369
Klf14	0.183885287
Lsm14b	0.063163476
Ppp3r1	0.054423132
Setd3	-0.048543972
Zkscan8	0.104389461
Gm7061	0.180026303
Mff	-0.064313309
Snrpd2	0.055944329
Utp14a	-0.059853359
C1qtnf4	0.145938488
Slc25a32	-0.088455187
Nvl	0.066261291
Gigyf1	0.053811611
5430417L22Rik	0.09273677
Gm17435	0.161932674
Samhd1	-0.094437136
Slc25a11	0.065257613
Tspyl3	0.170681155
4933427D14Rik	0.078069095
Fam160b1	-0.065160273
Fbxw2	-0.051697754
Tex15	0.177747398
A430018G15Rik	0.180003724
Art3	0.160803703
Bmpr2	0.06007643
Ccdc55	-0.056913554
Ccl22	0.181313202
Ctnnb1	-0.042771678
Cyp1a1	0.1769926
Neo1	0.055038172
Prkdc	-0.056933075
Psmd1	-0.049112861
Exoc7	0.067810024
Gm15283	0.178014015
Ino80d	0.058459934
N4bp1	0.05399376
Znfx1	-0.06502469
Caap1	0.104915887
Smim5	-0.171211765
Gnptab	0.076773207
Prps1	0.063472893
1110034G24Rik	-0.116227997
2210016L21Rik	0.097382556
Aar2	-0.066319048
Acvr2a	-0.053882927
Appl1	0.054271858
Aqp11	0.174172862
B4galt3	-0.05677192
Bckdk	-0.071611303
Camkk2	-0.086929285
Car6	-0.178448315
Ccz1	0.062468533
Cers6	-0.072188903
Cox5a	0.055631099
Cyb5r4	-0.085418263
Dirc2	-0.067884689
Dnajb6	0.046814707
Fam220a	-0.058499922
Fam53b	0.074940699
Fry	-0.05131332
Gm15644	-0.173207861
Gm26551	0.165961398
Hacl1	-0.100771483
Hdac6	0.054978171
Herpud2	-0.059420562
Hnrnpr	0.050115058
Hoxc5	0.115763357
Hrsp12	0.076968932
Kcnk5	0.091454962
Kctd10	-0.053669088
Mcts2	0.117731834
Miat	-0.143806035
Mtfr1l	0.083998492
Nccrp1	-0.158944546
Nup62	-0.054430969
Ogfrl1	0.101283508
Osbpl11	-0.058345479
Osgep	-0.053769083
Pcbp2	-0.043035855
Pcdh10	-0.156690509
Pcdhb7	-0.17535423
Pias2	0.058826767
Pla2g6	-0.089691736
Pop1	0.104631151
Ppp4r2	-0.062688914
Psmd12	-0.048617477
Ptbp1	0.044237071
Ptcd3	0.054581233
Pus10	0.076589494
5-Sep	-0.055339658
She	0.169234402
Slco5a1	0.17750341
Tmem189	-0.054685287
Tmem201	-0.066980076
Tollip	0.043022956
Trak2	-0.04909063
Tubgcp5	0.090418849
Unkl	-0.053333963
Vdac2	-0.046291505
Wdr81	-0.093970115
Zfp931	0.122069462
Zranb1	-0.048815895
5430403G16Rik	-0.172226565
5330438D12Rik	-0.102717254
AU023871	-0.151601467
Acat2	0.067592143
Ccdc6	0.049294225
Ciao1	0.069708565
Cmya5	-0.167383779
Cntn2	0.170705872
Cox6a1	0.050811251
Dclre1c	0.082479586
Deb1	0.101117285
Dnah10	-0.172602536
Dok1	0.16497512
Dzank1	0.171193467
Eapp	-0.06654313
Elmo2	-0.057137951
Fahd2a	-0.113956111
Ggps1	-0.07438351
Higd1a	0.079657887
Hrnr	0.115353923
Huwe1	-0.053132331
Itga9	0.16078018
Kif18a	-0.121700859
Klhdc10	-0.052338432
Lrpap1	-0.046529741
Med11	0.076433361
Mmrn2	0.153447593
Mrpl18	0.067728003
Ndufaf4	-0.08148271
Nos1ap	0.091026568
Nxt2	-0.067584184
Pdzd2	-0.051451284
Pex6	0.055649144
Ppp6r2	0.073505883
Prdm1	0.067838478
Prkacb	0.051467544
Pvrl3	0.114360564
Rbm48	-0.101832266
Rps6kb2	-0.060503106
Setx	-0.059060112
Sfxn5	-0.103893826
Socs3	-0.074321734
Sox21	-0.069341593
Stard7	0.051168098
Supt3	-0.084733676
Susd2	-0.074013242
Tial1	0.058585285
Tmem87a	-0.046674847
Trim45	0.10228883
Ubqln1	0.04347996
Wdsub1	0.077173463
Zbtb40	0.094757705
Zc3h14	-0.054127911
Zfp398	-0.134186722
Zfp740	0.047519388
Zmynd11	-0.053963384
Meis3	0.171937709
Nrarp	0.076384521
Raf1	-0.040916826
1700034H15Rik	0.151100871
2310061I04Rik	-0.076928158
Acp1	0.075619341
Adamts12	0.168845772
Alkbh4	0.10463307
Ap3s2	0.093084497
Cat	0.051118963
Cc2d2a	0.076957561
Cmss1	0.10561795
Dip2a	0.05827574
Htatsf1	0.05038456
Ipmk	0.057064333
Kcnk6	0.141498495
Naa60	0.063206476
Nanos1	0.106443353
Nlgn1	0.169772396
Pithd1	0.0599059
Plekhm3	-0.064389831
Plxnc1	0.157517178
Pold4	0.064896144
Polg	0.045451721
Prrg2	0.068373556
Ptbp3	0.050764359
Rabl5	-0.096498285
Raver2	-0.09825055
Rin1	-0.082367314
Snord42b	0.164585581
Znrd1as	0.159991297
Cc2d1b	0.053972871
Zfp74	-0.106439972
Sars	-0.05379488
Gm23201	-0.145174512
2410006H16Rik	0.050337908
Ass1	0.073841189
Ccnt2	-0.050296792
Cox8a	0.053201241
Dos	0.050411068
Hnrnpa3	-0.040819058
Lcat	0.135422519
Mustn1	0.160004293
Ndor1	0.05523042
RP24-390G17.1	0.0905611
Rbm7	0.054795094
Scaper	0.049217723
Smad4	0.04839078
Sv2a	-0.109127129
Yipf2	0.074783073
Ero1lb	-0.094213339
Abhd3	-0.123457998
Acacb	0.101816596
Bmi1	-0.056914953
Cyld	0.061132769
Dlst	0.048283567
Ehhadh	0.122386361
Eif5a	-0.048728169
Fnip1	-0.048762324
Gldc	-0.166981331
Gm22596	0.165888306
Gpld1	0.056597688
Hps6	0.113505077
Idh3a	-0.05328587
Msh5	-0.091681848
Ndufa1	-0.083804893
Nsmaf	-0.078375065
Paqr3	-0.074173143
Pi4k2a	-0.044926134
Rbm10	0.050669815
Rpl12	0.040382255
Smap2	0.048482484
Srsf12	0.159648658
Sugt1	0.051960365
Tbx6	0.141335959
Thrap3	0.038323983
Tmtc1	-0.056365244
Plag1	0.098542558
1810026J23Rik	0.051034979
2310022A10Rik	0.070151477
2610507B11Rik	0.040636994
A430046D13Rik	0.135391756
Aadacl3	0.139296452
Abhd10	0.082114437
Acad11	0.056363452
Acpp	-0.054559841
Acsf3	0.079481705
Agrn	-0.043266039
Aida	-0.053584143
Aifm3	-0.154513867
Alg9	0.076369085
Amy1	0.118560403
Ankrd27	-0.056371843
Apoo	-0.082347451
Arhgap31	0.089622377
Arsi	0.148607346
Atp2b4	0.05487349
Atp6v0a1	-0.057167538
BC017643	0.069317416
BC024978	0.094692857
Bcl7c	0.047383519
Bicc1	0.155121264
Brix1	-0.059065391
Bspry	0.095330248
C030013C21Rik	0.106442129
Caprin2	0.064768483
Cbs	0.148403278
Ccdc116	0.13884068
Ccdc50	-0.055795799
Ccdc88b	0.120068085
Ccne1	0.102000391
Cd320	0.086411132
Cdc42	-0.044130828
Cdkl5	-0.092264927
Cenpp	-0.134829673
Chmp2a	-0.044952389
Cib2	-0.052902038
Cpsf3	0.059778988
Creb3	-0.055515471
Csrnp2	-0.085083937
Ctsz	-0.049814143
Cyth3	-0.051665038
D430042O09Rik	0.052907258
D930016D06Rik	0.066423468
Dazap2	-0.040456783
Ddx10	0.049441953
Dennd4b	0.094902441
Dhx30	-0.046083377
Dstyk	0.047401065
Dusp4	0.07882088
Efna2	-0.112855169
Elovl1	-0.039532625
Elovl2	0.158862812
Elovl5	-0.05319361
Epas1	0.058092237
Ereg	-0.145852814
Fam20a	0.158406663
Fam210b	-0.055729165
Fam45a	-0.071719662
Fcf1	0.055116425
Ghitm	0.047249254
Git2	-0.044421769
Gm15920	-0.162266829
Gm26797	-0.157174953
Gpr126	0.041513976
Grk1	0.137693628
Gstcd	0.077953852
Gtpbp1	-0.044530656
Has2os	-0.096535288
Hp1bp3	0.042943281
Ikbkg	0.056824695
Ildr1	-0.107460932
Insig1	-0.058166195
Iqcc	0.147341308
Irak2	0.088849853
Ldb1	0.049967774
Mcoln1	-0.06329191
Mettl18	-0.149594708
Mfap1b	-0.092569583
Mrgprb3	-0.152253642
Mtg1	-0.107216015
Nav1	0.067287455
Nfia	0.047932865
Nfkbid	0.06389023
Nme5	-0.140896571
Nme7	-0.09338291
Nupr1	-0.061478631
Ormdl3	-0.050799926
Pawr	0.054186248
Pex26	-0.07152706
Pgm1	0.053506098
Phf14	-0.048003399
Phospho1	-0.130281246
Phospho2	-0.087719094
Pnp2	0.133157493
Pofut2	0.058110763
Pomgnt1	0.055862735
Ppp2r4	0.04708949
Ppp6r1	-0.045839595
Prpf38b	-0.046835643
Psmd5	-0.084079726
Rab8b	0.064339981
Rapgef1	0.042323875
Rcor2	-0.123445802
Recql	-0.087300659
Rit1	-0.05790507
Rlim	-0.042257829
Rnaseh2b	-0.080367718
Rnf138	0.074761202
Rora	0.041300009
Rps6ka3	-0.057261347
Rtn4r	-0.059379909
Runx3	0.13154167
Sac3d1	0.090233219
Sdpr	0.114922776
Sema7a	0.118751119
Sft2d2	0.054049408
Sh3tc2	-0.080470565
Sirt7	0.05959887
Slc22a17	0.066131553
Slc25a3	-0.041116636
Slc46a3	0.148373777
Smyd3	0.06035014
Snord35a	-0.146793696
Soat1	-0.086074993
Sparcl1	0.138179493
Syncrip	0.04496557
Syngap1	0.083197422
Tmed2	0.047333202
Tmem17	-0.153012315
Tril	-0.129713658
Trmt11	0.083022455
Tspyl4	-0.135871232
Ttc13	0.076455113
Vps41	0.056216121
Vps9d1	0.06949669
Wbp5	0.053659222
Wdr37	0.065443099
Whrn	-0.065467244
Ylpm1	-0.044515579
Zfp758	0.08130841
Zfp955b	-0.142007946
mt-Ti	-0.153979623
Cbll1	-0.051049985
Dyrk2	-0.054656919
Gm16286	0.046331825
Nsd1	-0.05362432
Wdr66	0.149402087
Zc3hav1l	0.095992169
Atp7a	-0.058664325
BC031181	0.056941544
Bag3	-0.047422468
Gm17678	0.144943373
Nadk	0.0418175
6330416G13Rik	-0.131517878
B3galtl	-0.074110405
Desi2	0.055597757
Eci1	0.074046789
Heca	0.046948923
Pxmp4	0.0969725
Tmsb10	-0.055202141
Tnn	0.139403764
Wdr76	0.132404396
Klhl23	-0.123103881
Pianp	0.154030169
A330074K22Rik	-0.153822421
Zmpste24	0.047229842
Cpsf1	-0.041596227
Sh3glb1	-0.051973968
Tspyl5	-0.131680066
Yars2	0.06350818
Gm13380	0.152844134
Gm26457	-0.099180335
Lamc1	0.048742085
Lmnb2	-0.057137154
4933436C20Rik	-0.093629567
Apbb1ip	-0.151820096
Dot1l	0.047755697
Hnrnph3	-0.044585112
Rmnd5b	-0.051826439
Slc23a3	0.114862573
Mpp1	0.051420713
Armcx3	0.056359514
Chordc1	0.055862737
Ddx19a	-0.046551595
Dync1li2	-0.039372132
Peli3	-0.106894266
Reck	-0.120579349
Rprd1b	-0.048328028
Slc25a51	0.043956837
Dtwd2	-0.122285731
Mrpl54	0.062865579
Pla2r1	-0.130679683
4930430F08Rik	0.104102956
Kdm1a	-0.053476358
0610009O20Rik	-0.061114199
2210013O21Rik	-0.061807983
4930546H06Rik	0.062920595
Adamtsl5	0.061655887
Akr1b3	0.054885845
Atg14	0.055980096
Atpaf1	-0.092762828
Aurkaip1	0.05911451
B630019K06Rik	-0.126167594
Car11	0.09021548
Coasy	-0.068611469
Col5a2	-0.045183965
Crabp2	-0.069530188
Cyp2d22	0.062029151
Cyp51	0.056831087
D15Ertd621e	0.03912478
Eif5b	-0.045582756
Ext2	-0.041595826
Fam133b	0.045304295
Fgfr1op	0.050229568
Gm10093	0.091514918
Gnb2	0.034991315
Gstp1	0.056422788
Icosl	-0.075265048
Klhl36	-0.10465347
Larp4b	-0.048135711
Lsm14a	-0.036742763
Magohb	0.086996398
Map3k10	0.058099175
Mterfd2	0.105376282
Ndufs7	-0.056183989
Nrbp2	0.037647517
Ogfr	-0.053889556
Osbpl3	-0.061344323
Paip2b	0.04627189
Pde7a	0.052540258
Pdhb	-0.038457269
Pmpca	0.046828294
Pnpo	-0.057898801
Ppm1b	-0.045760478
Prr14l	-0.057825882
Ptpn6	-0.063168177
Qpct	0.117971153
RP24-176F12.14	0.145408262
Rab2a	-0.03978096
Rbks	-0.130477967
Rhof	-0.104099408
Rnf125	0.124071885
Slc23a2	0.046222193
Slc50a1	-0.056678849
Slc9a6	0.048380798
Sms	-0.049449916
Snx2	-0.052079187
Snx24	0.137210024
Stxbp2	0.047195665
Thsd7a	0.148737396
Tlr2	-0.087059954
Tm2d2	-0.053171145
Tmem177	0.120808697
Ttc32	0.138837394
Uimc1	-0.044845853
Wrnip1	0.050832142
Zc3h8	-0.138962482
Zfp558	0.146910344
Zfp964	0.137210524
Dnmt3a	0.042982776
Slc15a4	0.045255572
Tas2r135	0.14593515
Ganab	0.038772266
Amfr	-0.038722776
Ccdc102a	-0.111751416
Drg2	0.050472833
Gnptg	0.057479977
Mtg2	0.085487328
Plekha8	0.06896581
Rfwd2	-0.041844837
Farp2	-0.064325892
Elp5	0.043373609
Arsk	0.067373404
Cilp	-0.089442008
Myct1	-0.145188972
Ppargc1a	-0.140498037
1110038F14Rik	0.061847199
Arl6ip6	-0.051361035
Cstf3	-0.054302605
Elk1	-0.060507526
Hnrnpk	-0.036687791
Lrba	-0.039065204
Retsat	0.063602764
Chic1	-0.127836941
Dyrk3	-0.109596627
Ckmt1	0.037265378
Fam69c	-0.136541169
Gpbp1	-0.040275131
Ampd3	-0.048906774
Colec12	-0.086910721
Dpm3	0.074939445
Gbp10	0.13892089
Nubpl	-0.084586293
Peli1	-0.040506963
Slc15a2	-0.130680185
Stag2	-0.038867845
Tigd5	0.087882259
Trim65	0.112282721
Uqcr11	0.055204103
Pced1b	-0.117428527
Acaa1a	-0.050738631
Ahsa1	-0.043555276
Dusp8	0.051273512
Gli3	-0.049020132
Polr3a	-0.058291302
Selt	0.04006459
Akr7a5	0.072773962
Zfp706	-0.037438317
Eif1	0.041289971
Zdhhc16	-0.054800535
Amdhd2	-0.088961614
Amot	0.062500595
BC003331	0.058179149
Capn10	0.079066909
Cyp4f39	0.140518396
E2f8	0.094557291
Fam122a	-0.075103564
Fkbp7	-0.133089207
Gm12294	0.134896279
Kdm5a	-0.038044093
Khdrbs3	0.123516354
Med8	0.058170109
Mri1	0.089428206
Narg2	0.078748209
Papola	-0.039180811
Plekhh3	-0.063739843
Rasa1	0.039060801
Rheb	-0.038910112
Rhoa	0.035182707
Rnf187	0.04850323
Tbc1d16	0.057877689
Ap1g1	-0.040205652
Col20a1	-0.05875006
Diablo	-0.047686795
Fn3krp	0.122365225
Ppp4r4	-0.090900163
Dnajc19	-0.073141868
Nup43	0.070875736
Ccdc8	0.138998507
D330023K18Rik	0.136452853
Nmt2	0.039243928
Orc4	-0.047740488
Usmg5	-0.041693764
1700052N19Rik	-0.085589888
2810408I11Rik	0.133129602
A930011G23Rik	0.131938873
Actn1	-0.047161756
Adprh	0.063386191
Bend7	0.11389127
Capn1	-0.04470476
Casp12	0.132392574
Casp7	0.105054958
Cbx7	-0.064743832
Ccdc134	0.083045876
Cdh24	-0.064990615
Cdpf1	-0.096435209
Clcn6	0.055150061
Cnnm2	-0.067754298
Crybb3	0.127108256
Csrp2bp	-0.061967948
Cuedc2	0.057770049
Cul3	-0.037305312
D2Wsu81e	0.053972645
Dbnl	0.058215863
Dnal1	-0.061321338
Dnhd1	-0.095148431
Dolpp1	0.076242815
Ece1	0.044392718
Efcab14	-0.044990068
Eml3	-0.040646077
Epha7	-0.132784758
Fam120a	-0.03404635
Fcho1	0.093091601
Fmod	-0.085060029
Ftl1	-0.042781572
Gemin8	0.115792641
Gm12359	-0.129525638
Gm15270	0.099922082
Gm166	0.113417214
Gm22063	0.13583174
Gm26669	-0.084912421
Gm26982	0.074020294
Gm5617	0.118338927
Gm9887	-0.133886524
Gprc5b	0.091087404
Gpx2	0.101844577
Grb2	0.048180153
Gtf2e2	0.050972556
Hinfp	-0.058043409
Homer1	0.046004356
Kif3c	-0.067719124
Klk5	0.090502816
Lin37	0.055997706
Lipt2	-0.127497743
Ltbr	0.066348643
Mrm1	-0.072497881
Mrps7	-0.042223179
Msl3	-0.046879214
Mxra8	-0.055739746
N6amt1	-0.077562889
Nif3l1	-0.070303891
Opa1	-0.042617344
Os9	-0.038602461
Pafah2	0.077041995
Phlda1	-0.049152262
Pla2g16	-0.059096854
Plagl2	-0.055864682
Plcxd1	0.064252134
Pnpla7	0.064038533
Ppwd1	-0.059341541
Prom2	0.070996993
Psmb5	-0.047108917
Pwp1	-0.04506874
Rps13-ps2	-0.126521783
Rps4y2	-0.082802819
Rps6ka5	0.058331885
Rxra	0.043360893
Samd10	-0.095268351
Slc2a13	0.119248992
Spast	0.042221473
Spry1	0.062832754
Srp14	-0.046499407
Tbc1d24	0.096829863
Usp48	0.034488041
Ywhaq	0.042564433
Zc4h2	-0.128274073
Zfp112	-0.132615336
Zfp148	0.038434726
Zfp51	0.083862327
Zfp62	-0.048017298
Zfp628	-0.046912241
mmu-mir-6951	0.133674074
Dis3	0.044805394
Gm15821	0.12768724
Mtfr1	-0.040681596
Pmvk	0.054989716
Uros	0.082270214
Vps51	-0.045525646
Wdr61	0.036273799
Ywhae	-0.033012591
Apc-ps1	-0.130541167
Cers4	0.053687588
Dync1i2	-0.032117169
Hps4	0.052174572
Hsp90ab1	0.033919928
Pdcd7	0.04785585
Ramp2	0.113085071
Ppp2r5d	0.037899547
Fam149a	-0.104991686
Fam3a	0.053486193
Gpcpd1	0.042533629
Hoxa2	-0.082177461
Rdh1	0.108925425
Zfp174	-0.127236562
Ddx46	0.034002353
Dhx29	-0.052962525
Tmprss13	0.050616597
Tfg	-0.039018584
Cdc6	-0.1128178
Galnt4	0.051358852
Gclm	0.040030484
Knop1	0.048531496
Slit3	0.05398611
Gpr107	-0.040762615
Cnppd1	0.039839305
Mob4	-0.036688244
Asap1	-0.042610915
Ccser2	0.052540271
Creg1	-0.040371642
Dbp	-0.127228709
E130102H24Rik	-0.08654271
Gm26549	-0.105204409
Hdac4	0.043179181
Hspa8	-0.035669772
Ift57	0.051476659
Krt7	-0.101425917
Lce1k	0.127650508
Leng8	-0.047199923
Piezo2	0.126464916
Sfxn2	-0.081171158
Snord83b	-0.09746552
Tsen54	-0.055899307
1700123M08Rik	0.12376032
Anxa7	-0.038035253
Atg10	-0.072635847
Cbfa2t2	-0.039247004
Chm	-0.047680256
Esr1	-0.108915488
Mbnl1	-0.034038504
Napa	0.033085086
Psmd4	-0.033488447
Rnf32	-0.126226754
Rsph9	-0.111347441
Ntn1	0.093723685
Zfc3h1	-0.048401137
9430091E24Rik	-0.109714719
Ap4e1	-0.05097918
Cuedc1	0.042226046
Dak	-0.072072617
Sec31b	0.125309388
Smim12	0.073010375
Tmem128	-0.049237255
Fndc4	-0.051578993
Ndrg2	0.038920162
Eif4ebp3	0.114888743
Fbxl3	-0.032670545
Gm10575	-0.121805663
Hoxa9	-0.120694886
Mapkapk5	-0.039719675
Ryr1	-0.111728465
Timm44	0.046340591
Prrx1	-0.07039332
Zxdb	0.056709261
Tex261	0.044861163
Snord35b	0.118433178
Rasgrf2	-0.120538832
Pigyl	0.073823368
Gm10086	-0.062172725
Plcb4	-0.091123975
Tgm7	-0.095800726
Col13a1	0.123289472
Rmdn3	-0.041390654
Atg9b	0.112840476
Ercc4	-0.056234794
Afap1l2	-0.055914276
Zfp512	0.055043669
Cmc2	0.112310448
9930013L23Rik	-0.12036198
A3galt2	0.120510903
Aktip	-0.047749989
Atoh8	-0.093732097
Atp5sl	0.05628572
B430202K04Rik	0.116252248
Blvra	-0.067717708
Cct6a	0.033339492
Cdkn2aip	-0.035665007
Cep250	0.039937092
Cxcl5	0.120401797
Eed	0.032988274
F8a	0.065826798
Fem1b	0.04251814
Gm6969	-0.121285768
Ik	0.033355216
Man2c1	0.037670086
Naa40	0.05385568
Pafah1b2	-0.037316968
Plekhg2	-0.039956425
Pole2	0.058856634
Serinc2	-0.04271113
Shq1	-0.070308014
Sspo	0.117057879
Tpgs1	0.073650708
Ttc22	0.111997172
Tyw1	-0.056237762
Vps4a	0.036791776
Wdr41	0.047393659
Zdhhc15	-0.076612151
Snora75	-0.070940825
AI662270	0.119467408
Aim1l	-0.039959052
Babam1	0.043753297
Bag6	-0.030535626
Cenpt	0.062051608
Cirbp	0.042420236
Cpeb1	-0.085704079
Cyp2g1	-0.109357706
Defb14	0.117728366
Dus1l	0.048497596
Dusp11	0.032996865
E430025E21Rik	-0.053274701
Eln	0.107549014
Ercc8	-0.057989773
Exph5	-0.065968423
Fam192a	0.042764504
Fbxl8	-0.094157485
Fbxo22	-0.039735196
Fkbp10	-0.046737156
Gm27010	-0.10925028
Hnrnpa2b1	0.02982735
Ints2	0.049535382
Lmo1	-0.039600399
Lta4h	0.037969927
Metap1	-0.042138651
Mirlet7b	0.093545559
Nmt1	-0.030200474
Pcdhb19	-0.099471327
Polr2m	-0.031411892
Pts	0.077008411
Rab9	0.041832063
Rccd1	-0.063552645
Rem2	0.044581079
Rtn3	-0.030296567
Sec22c	0.054139915
Sema3c	-0.030337882
Sgms1	0.041575248
Tamm41	-0.063744822
Tbcb	0.048178951
Tnrc6a	-0.030797003
Tomm34	-0.038627919
Trim21	-0.072894395
Trnau1ap	-0.0441908
Uqcr10	0.048421299
Utrn	0.028461392
Zbtb44	-0.038546956
Zfhx2	-0.05165424
1110020A21Rik	0.098350705
1190002N15Rik	-0.034348612
1810022K09Rik	0.05698403
2200002D01Rik	0.099985064
2610301B20Rik	0.07429867
4930438A08Rik	-0.112576072
9330020H09Rik	0.081238098
A630052C17Rik	0.109970907
AA474331	-0.092203814
AU022754	-0.112208769
Abhd15	-0.106640422
Ablim2	-0.088595889
Acaa2	0.03934776
Acss1	0.101695059
Acyp2	-0.105897453
Adam12	0.104135969
Adamts19	0.058586415
Ahcyl1	-0.035807878
Aldh1l1	-0.064964067
Amotl1	-0.040814341
Apmap	0.033552561
Aqp7	-0.099270469
Arhgef25	0.041893332
Arih1	0.027643261
Aste1	-0.078032734
Atg4a-ps	0.057853533
Atg9a	-0.034663545
Atp8b5	-0.097394585
Atxn2l	-0.033980215
Awat1	-0.101825075
B3gnt2	-0.094468376
BC030307	0.099431205
BC052040	-0.0651307
Bcl7a	0.04780052
